id,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,youtube_url
a33,2008,gr,Greece,Kalomira,Secret Combination,3.0,1.0,21.0,19.0,3.0,218.0,1.0,156.0,,,,,Konstantinos Pantzis,Poseidon Giannopoulos,https://youtube.com/watch?v=4HIk_7ZTBkM
a34,2008,am,Armenia,Sirusho,"Qele, Qele",4.0,1.0,5.0,14.0,4.0,199.0,2.0,139.0,,,,,H.A. Der-Hovagimian,Sirusho,https://youtube.com/watch?v=bridO-wD7c8
a35,2008,no,Norway,Maria,Hold On Be Strong,5.0,1.0,25.0,9.0,5.0,182.0,4.0,106.0,,,,,Mira Craig,,https://youtube.com/watch?v=arSnpxfOD2k
a36,2008,rs,Serbia,Jelena Tomašević feat. Bora Dugic,Oro,6.0,,23.0,,6.0,160.0,,,,,,,Željko Joksimović,Dejan Ivanović,https://youtube.com/watch?v=d3NMkyDSEb0
a37,2008,tr,Turkey,Mor ve Ötesi,Deli,7.0,2.0,12.0,3.0,7.0,138.0,7.0,85.0,,,,,Burak Güven;Harun Tekin;Kerem Kabadayı;Kerem Özyeğen,,https://youtube.com/watch?v=A__hliu_9UE
a38,2008,az,Azerbaijan,Elnur & Samir,Day After Day,8.0,1.0,20.0,7.0,8.0,132.0,6.0,96.0,,,,,Goher Hesenzade,Zahra Bədəlbəyli,https://youtube.com/watch?v=6OGVL_9P5fw
a39,2008,il,Israel,Boaz,The Fire In Your Eyes,9.0,1.0,7.0,2.0,9.0,124.0,5.0,104.0,,,,,Dana International,Dana International;Shai Kerem,https://youtube.com/watch?v=aWFuyxT7EXc
a4a,2008,ba,Bosnia & Herzegovina,Laka,Pokušaj,10.0,1.0,6.0,13.0,10.0,110.0,9.0,72.0,,,,,Laka,,https://youtube.com/watch?v=kIRDbmpC2PI
a4b,2008,ge,Georgia,Diana Gurtskaya,Peace Will Come,11.0,2.0,17.0,14.0,11.0,83.0,5.0,107.0,,,,,Kim Breitburg,Karen Kavaleryan,https://youtube.com/watch?v=paPjkp6s2u8
a4c,2008,lv,Latvia,Pirates Of The Sea,Wolves Of The Sea,12.0,2.0,14.0,10.0,12.0,83.0,6.0,86.0,,,,,Claes Andreasson;Johan Sahlen;Jonas Liberg;Torbjörn Wassenius,Jonas Liberg,https://youtube.com/watch?v=gQy0PJEkQhA
a4d,2008,pt,Portugal,Vânia Fernandes,Senhora Do Mar (Negras Águas),13.0,2.0,13.0,19.0,13.0,69.0,2.0,120.0,,,,,Andrej Babić,Carlos Coelho,https://youtube.com/watch?v=rJwoMPyXPo0
a4e,2008,is,Iceland,Euroband,This Is My Life,14.0,2.0,11.0,1.0,14.0,64.0,8.0,68.0,,,,,Örlygur Smári,Paul Oscar;Peter Fenner,https://youtube.com/watch?v=BYkhR8idx8U
a4f,2008,dk,Denmark,Simon Mathew,All Night Long,15.0,2.0,16.0,13.0,15.0,60.0,3.0,112.0,,,,,Jacob Launbjerg;Nis Bøgvad;Svend Gudiksen,,https://youtube.com/watch?v=TVs064L3H0k
a4g,2008,es,Spain,Rodolfo Chikilicuatre,Baila El Chiki Chiki,16.0,,22.0,,16.0,55.0,,,,,,,Alberto Romero Tomás;Angel Cotobal Albaina;Eduardo Dols Pérez Guillem;Jair Dominguez Torregrosa;Javier Martín Torrente;Joan Grau Ginesta;Marcos Rodriguez Corral;Oriol Jara Vales;Rafel Barceló Figueira;David Fernández;Roger Rubio Mora,,https://youtube.com/watch?v=wfeCIvOxXBo
a4h,2008,al,Albania,Olta Boka,Zemrën E Lamë Peng,17.0,2.0,3.0,6.0,17.0,55.0,9.0,67.0,,,,,Adrian Hila,Pandi Laço,https://youtube.com/watch?v=CmvA5kfNsig
a4i,2008,se,Sweden,Charlotte Perrelli,Hero,18.0,2.0,15.0,2.0,18.0,47.0,12.0,54.0,,,,,Bobby Ljunggren;Fredrik Kempe,Fredrik Kempe,https://youtube.com/watch?v=BMX2vBEUDWI
a4j,2008,fr,France,Sébastien Tellier,Divine,19.0,,19.0,,19.0,47.0,,,,,,,Sébastien Tellier,Amandine de La Richardière;Sébastien Tellier,https://youtube.com/watch?v=CZQjBCvFd9E
a4k,2008,ro,Romania,Nico & Vlad,Pe-o Margine De Lume,20.0,1.0,1.0,17.0,20.0,45.0,7.0,94.0,,,,,Andrei Tudor,Adina Şuteu;Andreea Andrei,https://youtube.com/watch?v=o_mvrGKbbqU
a4l,2008,hr,Croatia,Kraljevi Ulice & 75 Cents,Romanca,21.0,2.0,9.0,11.0,21.0,44.0,4.0,112.0,,,,,Miran 'Hadži' Veljković,,https://youtube.com/watch?v=hcz-GO4ujbA
a4m,2008,fi,Finland,Teräsbetoni,Missä Miehet Ratsastaa,22.0,1.0,8.0,16.0,22.0,35.0,8.0,79.0,,,,,Jarkko Ahola,,https://youtube.com/watch?v=a-nbF9dxbJ0
a4n,2008,de,Germany,No Angels,Disappear,23.0,,4.0,,23.0,14.0,,,,,,,Hanne Sørvaag;Remee;Thomas Troelsen,,https://youtube.com/watch?v=bCk419FVaj8
a4o,2008,pl,Poland,Isis Gee,For Life,24.0,1.0,10.0,10.0,24.0,14.0,10.0,42.0,,,,,Isis Gee,,https://youtube.com/watch?v=4Q8f5AueE7g
a4p,2008,gb,United Kingdom,Andy Abraham,Even If,25.0,,2.0,,25.0,14.0,,,,,,,Andy Abraham;Andy Watkins;Paul Wilson,,https://youtube.com/watch?v=sw7P61rnBx0
a4q,2008,mk,North Macedonia,"Tamara, Vrčak & Adrijan",Let Me Love You,26.0,2.0,,18.0,,,10.0,64.0,,,,,Rade Vrčakovski,,https://youtube.com/watch?v=1MXMLTSR1Y4
a4r,2008,bg,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",27.0,2.0,,12.0,,,11.0,56.0,,,,,Dian Savov,,https://youtube.com/watch?v=yXSRbgM8cvs
a4s,2008,ch,Switzerland,Paolo Meneguzzi,Era Stupendo,28.0,2.0,,7.0,,,13.0,47.0,,,,,Paolo Meneguzzi,Paolo Meneguzzi;Vincenzo Incenzo,https://youtube.com/watch?v=uQRcUNyS9gQ
a4t,2008,mt,Malta,Morena,Vodka,29.0,2.0,,16.0,,,14.0,38.0,,,,,Philip Vella,Gerard James Borg,https://youtube.com/watch?v=3rMRjridFH0
a4u,2008,si,Slovenia,Rebeka Dremelj,Vrag Naj Vzame,30.0,1.0,,8.0,,,11.0,36.0,,,,,Josip Miani-Pipi,"Igor Mazul ""Amon""",https://youtube.com/watch?v=MNfKA2olCSk
a4v,2008,md,Moldova,Geta Burlacu,A Century Of Love,31.0,1.0,,4.0,,,12.0,36.0,,,,,Oleg Baraliuc,Viorica Demici,https://youtube.com/watch?v=5ewtq_Me6zA
a4w,2008,cy,Cyprus,Evdokia Kadi,Femme Fatale,32.0,2.0,,17.0,,,15.0,36.0,,,,,Nikos Evangelou,Vangelis Evangelou,https://youtube.com/watch?v=6m2HZD3eXfI
a4x,2008,lt,Lithuania,Jeronimas Milius,Nomads In The Night,33.0,2.0,,5.0,,,16.0,30.0,,,,,Vytautas Diškevičius,Jeronimas Milius,https://youtube.com/watch?v=Lxi0MqXbDiQ
a4y,2008,nl,Netherlands,Hind,Your Heart Belongs To Me,34.0,1.0,,15.0,,,13.0,27.0,,,,,Bas van den Heuvel;Hind;Tjeerd van Zanen,Hind;Tjeerd van Zanen,https://youtube.com/watch?v=IlUGHhQ3hOc
a4z,2008,by,Belarus,Ruslan Alehno,Hasta La Vista,35.0,2.0,,9.0,,,17.0,27.0,,,,,Taras Demchuk,Eleonora Melnik,https://youtube.com/watch?v=wG8p0fSHc3U
a40,2008,me,Montenegro,Stefan Filipović,Zauvijek Volim Te,36.0,1.0,,1.0,,,14.0,23.0,,,,,Grigor Koprov,Ognen Nedelkovski,https://youtube.com/watch?v=qmD2vV1ffwU
a41,2008,ie,Ireland,Dustin the Turkey,Irelande Douze Pointe,37.0,1.0,,11.0,,,15.0,22.0,,,,,Darren Smith;Dustin the Turkey;Simon Fine,,https://youtube.com/watch?v=ps3kxGo_gro
a42,2008,ad,Andorra,Gisela,Casanova,38.0,1.0,,12.0,,,16.0,22.0,,,,,Jordi Cubino,,https://youtube.com/watch?v=y5yE53JUuCY
a43,2008,be,Belgium,Ishtar,O Julissi,39.0,1.0,,6.0,,,17.0,16.0,,,,,Michel Vangheluwe,,https://youtube.com/watch?v=r2IXuAO3jHY
a44,2008,cz,Czech Republic,Tereza Kerndlová,Have Some Fun,40.0,2.0,,8.0,,,18.0,9.0,,,,,Gordon Pogoda;Stano Šimor,,https://youtube.com/watch?v=6dBjDeCyD8s
a45,2008,ee,Estonia,Kreisiraadio,Leto Svet,41.0,1.0,,3.0,,,18.0,8.0,,,,,Glen Pilvre;Hannes Võrno;Peeter Oja;Priit Pajusaar;Tarmo Leinatamm,,https://youtube.com/watch?v=LRh9PzNYD-8
a46,2008,hu,Hungary,Csézy,Candlelight,42.0,2.0,,15.0,,,19.0,6.0,,,,,Viktor Rakonczai,Imre Mózsik,https://youtube.com/watch?v=SSy2Rkv_VKU
a47,2008,sm,San Marino,Miodio,Complice,43.0,1.0,,5.0,,,19.0,5.0,,,,,Francesco Sancisi,Nicola Della Valle,https://youtube.com/watch?v=zJO1iA_R95U
a48,2009,no,Norway,Alexander Rybak,Fairytale,1.0,2.0,20.0,6.0,1.0,387.0,1.0,201.0,,,,,Alexander Rybak,,https://youtube.com/watch?v=WXwgZL4zx9o
a49,2009,is,Iceland,Yohanna,Is It True?,2.0,1.0,7.0,12.0,2.0,218.0,1.0,174.0,,,,,Chris Neil;Óskar Páll Sveinsson;Tinatin,,https://youtube.com/watch?v=qqE69feyEOU
a5a,2009,az,Azerbaijan,AySel & Arash,Always,3.0,2.0,11.0,12.0,3.0,207.0,2.0,180.0,,,,,Alex Papaconstantinou;Arash Labaf;Johan Bejerholm;Marcus Englöf;Robert Uhlmann,Anderz Wrethov;Arash Labaf;Elin Wrethov;Robert Uhlmann,https://youtube.com/watch?v=9OEIOS1oUeY
a5b,2009,tr,Turkey,Hadise,Düm Tek Tek,4.0,1.0,18.0,9.0,4.0,177.0,2.0,172.0,,,,,Sinan Akçıl,Hadise;Sinan Akçıl;Stefan Fernande,https://youtube.com/watch?v=wwFkWsr9yV4
a5c,2009,gb,United Kingdom,Jade Ewen,It's My Time,5.0,,23.0,,5.0,173.0,,,,,,,Andrew Lloyd Webber;Diane Eve Warren,,https://youtube.com/watch?v=PBykhFyy-ZE
a5d,2009,ee,Estonia,Urban Symphony,Rändajad,6.0,2.0,15.0,18.0,6.0,129.0,3.0,115.0,,,,,Sven Lõhmus,,https://youtube.com/watch?v=PgGiVnhfXs0
a5e,2009,gr,Greece,Sakis Rouvas,This Is Our Night,7.0,2.0,8.0,13.0,7.0,120.0,4.0,110.0,,,,,Dimitris Kontopoulos,Cameron Giles-Webb;Craig Porteils,https://youtube.com/watch?v=1cXpPgJXT4c
a5f,2009,fr,France,Patricia Kaas,Et S'il Fallait Le Faire,8.0,,3.0,,8.0,107.0,,,,,,,Fred Blondin,Anse Lazio,https://youtube.com/watch?v=C3eYBMYeUE8
a5g,2009,ba,Bosnia & Herzegovina,Regina,Bistra Voda,9.0,1.0,12.0,18.0,9.0,106.0,3.0,125.0,,,,,Aleksandar Čović,,https://youtube.com/watch?v=1770jHxvYi0
a5h,2009,am,Armenia,Inga & Anush,Jan Jan,10.0,1.0,9.0,6.0,10.0,92.0,5.0,99.0,,,,,Mane Akopyan,Avet Barseghyan;Vardan Zadoyan,https://youtube.com/watch?v=1AH6jCbDh98
a5i,2009,ru,Russia,Anastasia Prikhodko,Mamo,11.0,,10.0,,11.0,91.0,,,,,,,Konstantin Meladze,Diana Golde;Konstantin Meladze,https://youtube.com/watch?v=K5kKOVoO55g
a5j,2009,ua,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),12.0,2.0,21.0,17.0,12.0,76.0,6.0,80.0,,,,,Svetlana Loboda,Yevgeny Matyushenko,https://youtube.com/watch?v=rGJqLCuqssc
a5k,2009,dk,Denmark,Brinck,Believe Again,13.0,2.0,16.0,9.0,13.0,74.0,8.0,69.0,,,,,Lars Halvor Jensen;Martin Michael Larsson;Ronan Keating,,https://youtube.com/watch?v=j7ZatW7tsxQ
a5l,2009,md,Moldova,Nelly Ciobanu,Hora Din Moldova,14.0,2.0,13.0,15.0,14.0,69.0,5.0,106.0,,,,,Veaceslav Daniliuc,Andrei Hadjiu;Aristotelis Kalimeris;Nelly Ciobanu,https://youtube.com/watch?v=ZoP_0okrWyo
a5m,2009,pt,Portugal,Flor-de-lis,Todas As Ruas Do Amor,15.0,1.0,6.0,16.0,15.0,57.0,8.0,70.0,,,,,Pedro Marques,Paulo Pereira;Pedro Marques,https://youtube.com/watch?v=ryE2npWRICk
a5n,2009,il,Israel,Noa & Mira Awad,There Must Be Another Way,16.0,1.0,2.0,10.0,16.0,53.0,7.0,75.0,,,,,Gil Dor;Mira Awad;Noa,,https://youtube.com/watch?v=bBTQFOkFZw8
a5o,2009,al,Albania,Kejsi Tola,Carry Me In Your Dreams,17.0,2.0,19.0,16.0,17.0,48.0,7.0,73.0,,,,,Edmond Zhulali,June Muftaraj Taylor,https://youtube.com/watch?v=w6Ori4A4ATo
a5p,2009,hr,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,18.0,2.0,5.0,1.0,18.0,45.0,13.0,33.0,,,,,Tonči Huljić,Vjekoslava Huljić,https://youtube.com/watch?v=jdLct2IqcLA
a5q,2009,ro,Romania,Elena,The Balkan Girls,19.0,1.0,22.0,14.0,19.0,40.0,9.0,67.0,,,,,Daris Mangal;Laurenţiu Duţă;Ovidiu Bistriceanu,Alexandru Pelin;Laurenţiu Duţă,https://youtube.com/watch?v=ioBTPQj7loM
a5r,2009,de,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,20.0,,17.0,,20.0,35.0,,,,,,,Alex Christensen,,https://youtube.com/watch?v=veeOUiB6ojk
a5s,2009,se,Sweden,Malena Ernman,La Voix,21.0,1.0,4.0,5.0,21.0,33.0,4.0,105.0,,,,,Fredrik Kempe,Fredrik Kempe;Malena Ernman,https://youtube.com/watch?v=5WH2OwJeMBE
a5t,2009,mt,Malta,Chiara,What If We,22.0,1.0,14.0,17.0,22.0,31.0,6.0,86.0,,,,,Marc Paelinck,Gregory Bilsen,https://youtube.com/watch?v=kX5STdIuiEg
a5u,2009,lt,Lithuania,Sasha Son,Love,23.0,2.0,1.0,14.0,23.0,23.0,9.0,66.0,,,,,Sasha Son,,https://youtube.com/watch?v=ukSmGIp_xVk
a5v,2009,es,Spain,Soraya,La Noche Es Para Mí (The Night Is For Me),24.0,,25.0,,24.0,23.0,,,,,,,Dimitri Stassos;Irini Michas;Jason Gill,Felipe Pedroso,https://youtube.com/watch?v=zw8uKCrDt7U
a5w,2009,fi,Finland,Waldo's People,Lose Control,25.0,1.0,24.0,15.0,25.0,22.0,12.0,42.0,,,,,Ari Erik Veikko Lehtonen;Karima,Annie Kratz-Gutå;Ari Erik Veikko Lehtonen;Karima;Waldo,https://youtube.com/watch?v=D-Wr0z1_quw
a5x,2009,rs,Serbia,Marko Kon & Milaan,Cipela,26.0,2.0,,4.0,,,10.0,60.0,,,,,Aleksandar Milanović Kobac;Marko Kon;Milan 'Milaan' Nikolić,Marko Kon,https://youtube.com/watch?v=DRObP8XE4Ko
a5y,2009,ie,Ireland,Sinéad Mulvey & Black Daisy,Et Cetera,27.0,2.0,,2.0,,,11.0,52.0,,,,,Christina Schilling;Daniele Moretti;Jonas Gladnikoff;Niall Mooney,,https://youtube.com/watch?v=fL8xgcsvKdY
a5z,2009,mk,North Macedonia,Next Time,Neshto Shto Ke Ostane,28.0,1.0,,13.0,,,10.0,45.0,,,,,Damjan Lazarov;Jovan Jovanov,Elvir Mekić,https://youtube.com/watch?v=TZzUe2gBkME
a50,2009,me,Montenegro,Andrea Demirović,Just Get Out of My Life,29.0,1.0,,1.0,,,11.0,44.0,,,,,Bernd Meinunger;José Juan Santana Rodriguez;Peter Match,,https://youtube.com/watch?v=kaDW_BWgQQE
a51,2009,pl,Poland,Lidia Kopania,I Don't Wanna Leave,30.0,2.0,,5.0,,,12.0,43.0,,,,,Alex Geringas;Bernd Klimpel;Dee Adam;Rike Boomgaarden,,https://youtube.com/watch?v=8m2gIli9SoA
a52,2009,cy,Cyprus,Christina Metaxa,Firefly,31.0,2.0,,7.0,,,14.0,32.0,,,,,Nikolas Metaxas,,https://youtube.com/watch?v=NeYGROG0mZc
a53,2009,by,Belarus,Petr Elfimov,Eyes That Never Lie,32.0,1.0,,4.0,,,13.0,25.0,,,,,Petr Elfimov,Valery Prokhozhy,https://youtube.com/watch?v=xy4CX_IKEfQ
a54,2009,ch,Switzerland,Lovebugs,The Highest Heights,33.0,1.0,,8.0,,,14.0,15.0,,,,,Adrian Sieber;Florian Senn;Thomas Rechberger,,https://youtube.com/watch?v=OqBhqj5nIpE
a55,2009,hu,Hungary,Zoli Ádok,Dance With Me,34.0,2.0,,11.0,,,15.0,16.0,,,,,Zé Szabó,Jnoffin Kasai,https://youtube.com/watch?v=Xd4vRC5ZdLI
a56,2009,si,Slovenia,Quartissimo feat. Martina,Love Symphony,35.0,2.0,,10.0,,,16.0,14.0,,,,,Aleksandar Valenčić;Andrej Babić,Andrej Babić,https://youtube.com/watch?v=zql3IGp4zO4
a57,2009,nl,Netherlands,The Toppers,Shine,36.0,2.0,,19.0,,,17.0,11.0,,,,,Bas van den Heuvel;Gordon,,https://youtube.com/watch?v=6mR3W2fm7_E
a58,2009,ad,Andorra,Susanne Georgi,La Teva Decisió (Get A Life),37.0,1.0,,7.0,,,15.0,8.0,,,,,Lene Dissing;Marcus Winther-John;Pernille Georgi;Rune Braager;Susanne Georgi,Josep Roca Vila,https://youtube.com/watch?v=3JnT7T877es
a59,2009,sk,Slovakia,Kamil Mikulčík & Nela Pocisková,Leť Tmou,38.0,2.0,,8.0,,,18.0,8.0,,,,,Rastislav Dubovský,Anna Žigová;Petronela Kolevská,https://youtube.com/watch?v=RLMU1u2ojfk
a6a,2009,bg,Bulgaria,Krassimir Avramov,Illusion,39.0,1.0,,11.0,,,16.0,7.0,,,,,Krassimir Avramov;William Tabanou,Casie Tabanou;Krassimir Avramov;William Tabanou,https://youtube.com/watch?v=Ov4QYpIttF0
a6b,2009,lv,Latvia,Intars Busulis,Probka,40.0,2.0,,3.0,,,19.0,7.0,,,,,Kārlis Lācis,Jānis Elsbergs;Sergej Timofejev,https://youtube.com/watch?v=fTajw--jk8M
a6c,2009,be,Belgium,Copycat,,41.0,1.0,,3.0,,,17.0,1.0,,,,,Miam Monster Miam,Jacques Duvall,https://youtube.com/watch?v=8qVdSbiYT8w
a6d,2009,cz,Czech Republic,Gipsy.cz,Aven Romale,42.0,1.0,,2.0,,,18.0,0.0,,,,,Radoslav 'Gipsy' Banga,,https://youtube.com/watch?v=JsjBPt-GeFc
a6e,2010,de,Germany,Lena,Satellite,1.0,,22.0,,1.0,246.0,,,,,,,John Gordon;Julie Frost,,https://youtube.com/watch?v=-qnsZgQe1tU
a6f,2010,tr,Turkey,maNga,We Could Be The Same,2.0,2.0,14.0,17.0,2.0,170.0,1.0,118.0,,,,,Ferman Akgül,,https://youtube.com/watch?v=524Yy7JWBd4
a6g,2010,ro,Romania,Paula Seling & Ovi,Playing With Fire,3.0,2.0,19.0,10.0,3.0,162.0,4.0,104.0,,,,,Ovidiu Cernăuţeanu,,https://youtube.com/watch?v=6OlG9g4-cyg
a6h,2010,dk,Denmark,Chanée & N'evergreen,In A Moment Like This,4.0,2.0,25.0,4.0,4.0,149.0,5.0,101.0,,,,,Erik Bernholm;Henrik Sethsson;Thomas G:son,Henrik Sethsson;Thomas G:son,https://youtube.com/watch?v=nNhIVQ1KBb8
a6i,2010,az,Azerbaijan,Safura,Drip Drop,5.0,2.0,1.0,7.0,5.0,145.0,2.0,113.0,,,,,Anders Bagge;Stefan Örn,Sandra Bjurman,https://youtube.com/watch?v=7zWO-V0dmHg
a6j,2010,be,Belgium,Tom Dice,Me And My Guitar,6.0,1.0,7.0,10.0,6.0,143.0,1.0,167.0,,,,,Jeroen Swinnen;Tom Eeckhout,Ashley Hicklin;Tom Eeckhout,https://youtube.com/watch?v=Nk1UAXlfBUA
a6k,2010,am,Armenia,Eva Rivas,Apricot Stone,7.0,2.0,21.0,2.0,7.0,141.0,6.0,83.0,,,,,Armen Martirosyan,Karen Kavaleryan,https://youtube.com/watch?v=hgz5TZugISw
a6l,2010,gr,Greece,Giorgos Alkaios & Friends,OPA,8.0,1.0,11.0,13.0,8.0,140.0,2.0,133.0,,,,,Giorgos Alkaios,Anastasios Kanaridis;Giannis Antoniou;Gogua Iakovos;Jenia Evgenios Buli;Lazos Ioannidis;Petros Zlatkos,https://youtube.com/watch?v=J50RL1rDisA
a6m,2010,ge,Georgia,Sofia Nizharadze,Shine,9.0,2.0,13.0,16.0,9.0,136.0,3.0,106.0,,,,,Christian Leuzzi;Hanne Margrethe Fredriksen Sørvaag;Harry Sommerdahl,,https://youtube.com/watch?v=2-1yBx6IQN0
a6n,2010,ua,Ukraine,Alyosha,Sweet People,10.0,2.0,17.0,8.0,10.0,108.0,7.0,77.0,,,,,Olena Kucher;Borys Kukoba;Vadim Lisitsa,Olena Kucher,https://youtube.com/watch?v=NQ2mAuqnXZk
a6o,2010,ru,Russia,Peter Nalitch & Friends,Lost And Forgotten,11.0,1.0,20.0,2.0,11.0,90.0,7.0,74.0,,,,,Peter Nalitch,,https://youtube.com/watch?v=IOB7uaWuRyc
a6p,2010,fr,France,Jessy Matador,Allez Olla Olé,12.0,,18.0,,12.0,82.0,,,,,,,Hugues Ducamin;Jacques Ballue,,https://youtube.com/watch?v=anVLKrv28hs
a6q,2010,rs,Serbia,Milan Stanković,Ovo Je Balkan,13.0,1.0,8.0,7.0,13.0,72.0,5.0,79.0,,,,,Goran Bregović,Marina Tucaković,https://youtube.com/watch?v=TBwWB3kKd6o
a6r,2010,il,Israel,Harel Skaat,Milim,14.0,2.0,24.0,3.0,14.0,71.0,8.0,71.0,,,,,Tomer Hadadi,Noam Horev,https://youtube.com/watch?v=OG7fBifcRLk
a6s,2010,es,Spain,Daniel Diges,Algo Pequeñito,15.0,,2.0,,15.0,68.0,,,,,,,Jesús Cañadilla,,https://youtube.com/watch?v=_Unb161ZI-s
a6t,2010,al,Albania,Juliana Pasha,It's All About You,16.0,1.0,15.0,12.0,16.0,62.0,6.0,76.0,,,,,Ardit Gjebrea,Ardit Gjebrea;Pirro Çako,https://youtube.com/watch?v=3ZLlQE8ICno
a6u,2010,ba,Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,17.0,1.0,6.0,8.0,17.0,51.0,8.0,59.0,,,,,Edin-Dino Šaran,,https://youtube.com/watch?v=wgPtHtmSFec
a6v,2010,pt,Portugal,Filipa Azevedo,Há Dias Assim,18.0,1.0,23.0,14.0,18.0,43.0,4.0,89.0,,,,,Augusto Madureira,,https://youtube.com/watch?v=_mTaVdnTMwo
a6w,2010,is,Iceland,Hera Björk,Je Ne Sais Quoi,19.0,1.0,16.0,17.0,19.0,41.0,3.0,123.0,,,,,Hera Björk Þórhallsdóttir;Örlygur Smári,,https://www.youtube.com/watch?v=i0zn27qa1BA
a6x,2010,no,Norway,Didrik Solli-Tangen,My Heart Is Yours,20.0,,3.0,,20.0,35.0,,,,,,,Fredrik Kempe;Hanne Margrethe Fredriksen Sørvaag,,https://youtube.com/watch?v=h3KlbuVZGJw
a6y,2010,cy,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,21.0,2.0,5.0,14.0,21.0,27.0,10.0,67.0,,,,,Melis Konstantinou;Nasos Lambrianides,Nasos Lambrianides,https://youtube.com/watch?v=KVsue-XPY0s
a6z,2010,md,Moldova,Sunstroke Project & Olia Tira,Run Away,22.0,1.0,4.0,1.0,22.0,27.0,10.0,52.0,,,,,Anton Ragoza;Sergey Stepanov,Alina Galetskaya,https://youtube.com/watch?v=C-VMHOlCyW8
a60,2010,ie,Ireland,Niamh Kavanagh,It's For You,23.0,2.0,10.0,12.0,23.0,25.0,9.0,67.0,,,,,Jonas Gladnikoff;Lina Eriksson;Marten Eriksson;Niall Mooney,,https://youtube.com/watch?v=HZnrupI_Mms
a61,2010,by,Belarus,3+2,Butterflies,24.0,1.0,9.0,16.0,24.0,18.0,9.0,59.0,,,,,Maxim Fadeev,Malka Chaplin,https://youtube.com/watch?v=5e0FQkgnm4Q
a62,2010,gb,United Kingdom,Josh,That Sounds Good To Me,25.0,,12.0,,25.0,10.0,,,,,,,Mike Stock;Pete Waterman,,https://youtube.com/watch?v=fR7l2xC4cOY
a63,2010,se,Sweden,Anna Bergendahl,This Is My Life,26.0,2.0,,6.0,,,11.0,62.0,,,,,Bobby Ljunggren,Kristian Lagerström,https://youtube.com/watch?v=UH5cowCvCX4
a64,2010,fi,Finland,Kuunkuiskaajat,Työlki Ellää,27.0,1.0,,5.0,,,11.0,49.0,,,,,Timo Kiiskinen,,https://youtube.com/watch?v=oicT3jWtsc4
a65,2010,lt,Lithuania,InCulto,Eastern European Funk,28.0,2.0,,1.0,,,12.0,44.0,,,,,Aurelijus Morlencas;Jievaras Jasinskis;Jonas Narbutas;Jurgis Didžiulis;Laurynas Lapė,,https://youtube.com/watch?v=XeOn-GG_eHo
a66,2010,mt,Malta,Thea Garrett,My Dream,29.0,1.0,,11.0,,,12.0,45.0,,,,,Jason Cassar,Sunny Aquilina,https://youtube.com/watch?v=iwgF3TC2Kj0
a67,2010,pl,Poland,Marcin Mroziński,Legenda,30.0,1.0,,9.0,,,13.0,44.0,,,,,Marcin Nierubiec,Marcin Mroziński,https://youtube.com/watch?v=VmEUURZXUlE
a68,2010,ee,Estonia,Malcolm Lincoln,Siren,31.0,1.0,,3.0,,,14.0,39.0,,,,,Robin Juhkental,,https://youtube.com/watch?v=yFbVAQjESzE
a69,2010,mk,North Macedonia,Gjoko Taneski,Jas Ja Imam Silata,32.0,1.0,,15.0,,,15.0,37.0,,,,,Kristian Gabroski,,https://youtube.com/watch?v=3sYNmPkivyU
a7a,2010,hr,Croatia,Feminnem,Lako Je Sve,33.0,2.0,,15.0,,,13.0,33.0,,,,,Branimir Mihaljević,Neda Parmać;Pamela Ramljak,https://youtube.com/watch?v=x2M9zNayOF0
a7b,2010,nl,Netherlands,Sieneke,Ik Ben Verliefd (Sha-la-lie),34.0,2.0,,9.0,,,14.0,29.0,,,,,Pierre Kartner,,https://youtube.com/watch?v=HdA2SsM3BLI
a7c,2010,sk,Slovakia,Kristina Pelakova,Horehronie,35.0,1.0,,4.0,,,16.0,24.0,,,,,Martin Kavulič,Kamil Peteraj,https://youtube.com/watch?v=j8G6byTMr0o
a7d,2010,bg,Bulgaria,Miro,Angel Si Ti,36.0,2.0,,13.0,,,15.0,19.0,,,,,Miroslav Kostadinov,Mihail Mihailov,https://youtube.com/watch?v=YTyTL04vlEw
a7e,2010,lv,Latvia,Aisha,What For?,37.0,1.0,,6.0,,,17.0,11.0,,,,,Jānis Lūsēns,Guntars Račs,https://youtube.com/watch?v=oRjtqVkj5w0
a7f,2010,si,Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni Rock,38.0,2.0,,11.0,,,16.0,6.0,,,,,Marino Legovič,Leon Oblak,https://youtube.com/watch?v=2faHkE1JZwc
a7g,2010,ch,Switzerland,Michael von der Heide,Il Pleut de L'Or,39.0,2.0,,5.0,,,17.0,2.0,,,,,Michael von der Heide;Pele Loriano,André Grüter;Heike Kospach;Michael von der Heide,https://youtube.com/watch?v=qW2UPf1_Lcg
